Date,HomeTeam,AwayTeam,Full Time Home Goals,Full Time Away Goals,Home Shots,Away Shots,Home Shots on Target,Away Shots on Target,Home Fouls,Away Fouls,Home Corners,Away Corners,Home Yellow Cards,Away Yellow Cards,Home Red Cards,Away Red Cards,Full Time Result
17-10-09,Aston Villa,Chelsea,2,1,7,21,5,13,19,13,6,9,2,1,0,0,H
17-10-09,Everton,Wolves,1,1,13,12,5,6,6,15,6,5,1,3,0,1,D
17-10-09,Man United,Bolton,2,1,13,15,7,7,15,8,13,1,0,1,0,0,H
17-10-09,Portsmouth,Tottenham,1,2,23,9,13,4,14,13,10,9,3,3,1,1,A
17-10-09,Stoke,West Ham,2,1,11,12,4,11,16,13,5,6,3,3,0,0,H
17-10-09,Sunderland,Liverpool,1,0,13,15,7,6,20,17,1,7,2,1,0,0,H
18-10-09,Blackburn,Burnley,3,2,12,9,6,5,18,14,3,2,3,3,0,0,H
18-10-09,Wigan,Man City,1,1,13,5,7,4,15,11,6,6,2,1,0,1,D
19-10-09,Fulham,Hull,2,0,17,5,11,2,13,15,7,4,1,1,0,0,H
24-10-09,Birmingham,Sunderland,2,1,19,14,13,6,9,14,6,8,3,1,0,0,H
24-10-09,Burnley,Wigan,1,3,12,13,9,8,12,11,7,4,2,0,0,0,A
24-10-09,Chelsea,Blackburn,5,0,26,5,15,2,8,10,8,0,0,1,0,0,H
24-10-09,Hull,Portsmouth,0,0,7,8,3,2,16,23,6,6,2,1,0,0,D
24-10-09,Tottenham,Stoke,0,1,22,8,12,2,8,18,7,1,0,3,0,0,A
24-10-09,Wolves,Aston Villa,1,1,8,12,4,8,10,16,8,3,1,2,0,0,D
25-10-09,Bolton,Everton,3,2,12,17,8,12,14,15,4,4,3,1,0,0,H
25-10-09,Liverpool,Man United,2,0,11,7,6,5,20,11,5,1,2,3,1,1,H
25-10-09,Man City,Fulham,2,2,20,11,7,5,11,12,14,2,0,2,0,0,D
25-10-09,West Ham,Arsenal,2,2,15,15,9,10,17,15,6,8,3,2,1,0,D
31-10-09,Arsenal,Tottenham,3,0,18,7,12,5,10,10,6,2,1,1,0,0,H
31-10-09,Bolton,Chelsea,0,4,15,27,6,17,9,7,8,10,1,1,1,0,A
31-10-09,Burnley,Hull,2,0,11,8,5,6,12,13,8,1,1,4,0,1,H
31-10-09,Everton,Aston Villa,1,1,9,13,4,8,15,16,3,4,1,3,1,1,D
31-10-09,Fulham,Liverpool,3,1,10,6,6,3,10,13,2,2,1,0,0,2,H
31-10-09,Man United,Blackburn,2,0,20,2,11,1,10,21,7,2,0,2,0,0,H
31-10-09,Portsmouth,Wigan,4,0,21,8,11,3,11,10,7,4,0,1,0,0,H
31-10-09,Stoke,Wolves,2,2,10,11,5,7,13,15,4,3,0,3,0,0,D
31-10-09,Sunderland,West Ham,2,2,17,15,7,9,12,16,7,3,3,3,1,1,D
01-11-09,Birmingham,Man City,0,0,7,14,4,6,9,8,4,8,3,1,1,0,D
04-11-09,West Ham,Aston Villa,2,1,14,13,7,10,11,12,6,14,2,4,0,1,H
07-11-09,Aston Villa,Bolton,5,1,19,13,13,9,17,16,8,1,1,4,0,0,H
07-11-09,Blackburn,Portsmouth,3,1,10,9,6,3,12,18,8,5,3,3,0,0,H
07-11-09,Man City,Burnley,3,3,13,6,8,4,10,11,8,3,1,3,0,0,D
07-11-09,Tottenham,Sunderland,2,0,10,14,8,6,10,19,4,4,1,2,0,0,H
07-11-09,Wolves,Arsenal,1,4,8,11,6,6,9,15,4,4,2,3,0,0,A
08-11-09,Chelsea,Man United,1,0,12,21,9,10,13,15,0,7,3,3,0,0,H
08-11-09,Hull,Stoke,2,1,16,7,8,4,12,14,4,2,1,4,0,1,H
08-11-09,West Ham,Everton,1,2,16,9,7,6,12,18,5,4,0,5,0,0,A
08-11-09,Wigan,Fulham,1,1,19,7,12,3,15,16,10,6,2,1,0,0,D
09-11-09,Liverpool,Birmingham,2,2,27,5,14,2,7,9,11,1,1,2,0,0,D
21-11-09,Birmingham,Fulham,1,0,3,12,2,5,7,9,0,7,1,0,0,0,H
21-11-09,Burnley,Aston Villa,1,1,11,10,6,6,6,12,6,8,0,3,0,0,D
21-11-09,Chelsea,Wolves,4,0,23,4,14,3,4,14,5,6,0,2,0,0,H
21-11-09,Hull,West Ham,3,3,12,16,8,10,9,17,5,3,0,4,1,0,D
21-11-09,Liverpool,Man City,2,2,10,9,6,6,9,13,7,3,2,0,0,0,D
21-11-09,Man United,Everton,3,0,18,11,11,5,4,6,13,4,2,2,0,0,H
21-11-09,Sunderland,Arsenal,1,0,5,9,1,3,10,10,2,6,2,1,0,0,H
22-11-09,Bolton,Blackburn,0,2,15,15,8,11,13,12,7,7,3,1,0,0,A
22-11-09,Stoke,Portsmouth,1,0,9,14,3,7,15,13,4,4,1,2,0,0,H
22-11-09,Tottenham,Wigan,9,1,28,11,16,5,9,11,10,5,1,0,0,0,H
25-11-09,Fulham,Blackburn,3,0,8,7,4,3,7,13,3,3,0,0,0,0,H
25-11-09,Hull,Everton,3,2,8,5,7,3,18,23,3,4,1,4,0,0,H
28-11-09,Aston Villa,Tottenham,1,1,12,23,4,17,10,8,7,9,0,1,0,0,D
28-11-09,Blackburn,Stoke,0,0,11,7,4,4,12,11,9,2,1,2,0,0,D
28-11-09,Fulham,Bolton,1,1,12,4,7,2,7,21,8,5,1,6,0,0,D
28-11-09,Man City,Hull,1,1,17,8,7,3,14,12,8,2,1,3,0,0,D
28-11-09,Portsmouth,Man United,1,4,20,12,12,8,16,10,4,8,4,3,0,0,A
28-11-09,West Ham,Burnley,5,3,9,16,5,10,10,15,1,7,2,1,0,1,H
28-11-09,Wigan,Sunderland,1,0,16,9,10,4,12,14,5,8,0,3,0,0,H
29-11-09,Arsenal,Chelsea,0,3,5,7,3,5,17,12,4,3,2,2,0,0,A
29-11-09,Everton,Liverpool,0,2,12,9,8,7,15,12,6,4,1,0,0,0,A
29-11-09,Wolves,Birmingham,0,1,8,13,2,7,14,8,6,5,2,1,0,0,A
05-12-09,Arsenal,Stoke,2,0,12,5,8,4,3,7,10,2,0,0,0,0,H
05-12-09,Aston Villa,Hull,3,0,13,5,6,1,15,15,9,3,4,3,0,0,H
05-12-09,Blackburn,Liverpool,0,0,9,15,3,11,15,9,1,8,1,0,0,0,D
05-12-09,Man City,Chelsea,2,1,13,10,8,6,12,17,9,6,1,6,0,0,H
05-12-09,Portsmouth,Burnley,2,0,9,14,4,8,16,14,5,5,4,2,0,0,H
05-12-09,West Ham,Man United,0,4,11,18,7,11,8,16,2,8,0,1,0,0,A
05-12-09,Wigan,Birmingham,2,3,18,10,7,9,14,8,2,2,2,0,0,0,A
05-12-09,Wolves,Bolton,2,1,12,17,11,10,9,16,11,10,2,1,0,0,H
06-12-09,Everton,Tottenham,2,2,15,19,6,11,11,18,1,6,4,4,0,0,D
06-12-09,Fulham,Sunderland,1,0,16,8,5,5,9,12,4,8,1,2,0,0,H
12-12-09,Birmingham,West Ham,1,0,16,14,9,7,12,13,11,7,3,4,0,1,H
12-12-09,Bolton,Man City,3,3,12,14,8,6,11,9,5,9,3,3,0,1,D
12-12-09,Burnley,Fulham,1,1,10,12,8,6,12,8,7,4,0,2,0,0,D
12-12-09,Chelsea,Everton,3,3,25,10,13,7,13,17,7,1,0,1,0,0,D
12-12-09,Hull,Blackburn,0,0,9,14,7,9,14,19,3,4,1,2,0,0,D
12-12-09,Man United,Aston Villa,0,1,16,8,9,5,4,14,9,4,1,1,0,0,A
12-12-09,Stoke,Wigan,2,2,14,11,5,8,19,8,5,3,5,1,0,0,D
12-12-09,Sunderland,Portsmouth,1,1,16,9,9,6,12,14,9,6,4,3,0,1,D
12-12-09,Tottenham,Wolves,0,1,18,3,10,3,8,13,1,5,0,5,0,0,A
13-12-09,Liverpool,Arsenal,1,2,6,7,3,5,19,16,3,4,3,3,0,0,A
15-12-09,Birmingham,Blackburn,2,1,13,8,6,4,8,16,6,7,2,2,0,0,H
15-12-09,Bolton,West Ham,3,1,23,9,12,6,10,7,8,4,4,1,0,0,H
15-12-09,Man United,Wolves,3,0,12,4,9,1,11,11,8,3,1,1,0,0,H
15-12-09,Sunderland,Aston Villa,0,2,15,11,5,4,16,14,7,1,2,2,1,0,A
16-12-09,Burnley,Arsenal,1,1,8,17,3,9,11,11,3,6,2,0,0,0,D
16-12-09,Chelsea,Portsmouth,2,1,21,7,8,3,11,11,11,2,0,0,0,0,H
16-12-09,Liverpool,Wigan,2,1,12,8,7,5,12,11,13,0,1,1,0,0,H
16-12-09,Tottenham,Man City,3,0,19,9,7,5,10,8,5,6,2,3,0,0,H
19-12-09,Arsenal,Hull,3,0,18,6,9,2,9,14,8,0,1,5,0,0,H
19-12-09,Aston Villa,Stoke,1,0,17,13,8,5,9,12,3,4,0,1,0,0,H
19-12-09,Blackburn,Tottenham,0,2,13,7,9,2,7,6,5,0,0,1,0,0,A
19-12-09,Fulham,Man United,3,0,10,16,7,4,10,9,5,2,0,1,0,0,H
19-12-09,Man City,Sunderland,4,3,11,7,5,5,13,8,6,4,2,2,0,1,H
19-12-09,Portsmouth,Liverpool,2,0,14,7,6,3,7,12,8,10,3,3,0,1,H
20-12-09,Everton,Birmingham,1,1,19,2,7,1,8,9,6,4,0,3,0,0,D
20-12-09,West Ham,Chelsea,1,1,6,20,5,6,17,16,5,5,4,3,0,0,D
20-12-09,Wolves,Burnley,2,0,12,10,12,6,17,9,5,5,2,1,0,0,H
26-12-09,Birmingham,Chelsea,0,0,11,27,4,12,6,17,7,11,1,2,0,1,D
26-12-09,Burnley,Bolton,1,1,15,11,7,5,11,12,8,2,0,0,0,0,D
26-12-09,Fulham,Tottenham,0,0,15,6,6,1,19,12,4,2,1,0,0,0,D
26-12-09,Liverpool,Wolves,2,0,14,6,10,2,9,10,7,1,0,1,0,1,H
26-12-09,Man City,Stoke,2,0,12,7,6,3,13,10,7,6,0,2,0,0,H
26-12-09,Sunderland,Everton,1,1,10,12,6,4,17,16,4,12,1,3,0,0,D
26-12-09,West Ham,Portsmouth,2,0,13,11,5,7,10,19,6,4,0,3,0,0,H
26-12-09,Wigan,Blackburn,1,1,14,8,8,3,10,18,6,2,1,4,0,0,D
27-12-09,Arsenal,Aston Villa,3,0,19,7,12,3,14,18,10,4,1,3,0,0,H
27-12-09,Hull,Man United,1,3,12,19,6,11,13,17,5,6,0,2,0,0,A
28-12-09,Blackburn,Sunderland,2,2,21,13,11,8,6,20,4,4,1,4,0,0,D
28-12-09,Chelsea,Fulham,2,1,18,3,11,3,9,13,10,6,1,1,0,0,H
28-12-09,Everton,Burnley,2,0,24,12,16,9,7,18,10,6,1,5,0,1,H
28-12-09,Stoke,Birmingham,0,1,12,9,6,5,15,13,10,7,2,3,0,0,A
28-12-09,Tottenham,West Ham,2,0,21,3,9,2,9,14,9,3,2,3,0,0,H
28-12-09,Wolves,Man City,0,3,11,12,6,5,16,11,8,3,3,2,0,0,A
29-12-09,Aston Villa,Liverpool,0,1,11,12,7,9,13,11,8,10,1,1,0,0,A
29-12-09,Bolton,Hull,2,2,16,12,6,7,14,18,8,8,1,2,0,0,D
30-12-09,Man United,Wigan,5,0,23,11,16,6,6,11,7,3,0,1,0,0,H
30-12-09,Portsmouth,Arsenal,1,4,10,14,6,10,14,3,2,10,2,0,0,0,A
05-01-10,Stoke,Fulham,3,2,11,14,9,7,13,7,8,10,1,0,0,0,H
09-01-10,Arsenal,Everton,2,2,6,9,5,5,10,11,6,8,1,1,0,0,D
09-01-10,Birmingham,Man United,1,1,6,14,5,10,10,13,2,12,2,1,0,1,D
11-01-10,Man City,Blackburn,4,1,12,8,6,3,6,10,4,3,1,1,0,0,H
16-01-10,Chelsea,Sunderland,7,2,23,7,13,3,4,10,15,1,0,1,0,0,H
16-01-10,Everton,Man City,2,0,13,8,6,4,14,14,11,3,0,0,0,0,H
16-01-10,Man United,Burnley,3,0,24,11,11,5,12,7,7,1,0,0,0,0,H
16-01-10,Stoke,Liverpool,1,1,6,4,5,3,14,10,10,0,1,2,0,0,D
16-01-10,Tottenham,Hull,0,0,25,8,18,2,14,11,14,1,4,2,0,0,D
16-01-10,Wolves,Wigan,0,2,9,20,4,14,14,16,4,3,4,3,1,1,A
17-01-10,Aston Villa,West Ham,0,0,17,8,10,3,7,12,16,4,1,3,0,0,D
17-01-10,Blackburn,Fulham,2,0,11,14,7,9,14,9,3,6,1,3,0,0,H
17-01-10,Bolton,Arsenal,0,2,12,14,6,9,13,5,2,4,1,2,0,0,A
20-01-10,Arsenal,Bolton,4,2,20,7,14,4,16,17,9,3,1,2,0,0,H
20-01-10,Liverpool,Tottenham,2,0,13,7,5,5,11,17,2,3,2,3,0,0,H
23-01-10,Man United,Hull,4,0,25,8,15,4,6,10,12,8,1,1,0,0,H
26-01-10,Bolton,Burnley,1,0,14,10,6,5,12,11,4,7,3,2,0,0,H
26-01-10,Portsmouth,West Ham,1,1,14,12,8,4,16,9,6,4,3,1,0,0,D
26-01-10,Tottenham,Fulham,2,0,13,9,7,6,11,16,11,3,1,1,0,0,H
26-01-10,Wolves,Liverpool,0,0,6,6,4,3,10,11,0,7,0,1,0,0,D
27-01-10,Aston Villa,Arsenal,0,0,8,12,2,8,16,15,7,7,2,2,0,0,D
27-01-10,Blackburn,Wigan,2,1,13,13,7,8,20,13,5,6,3,1,0,0,H
27-01-10,Chelsea,Birmingham,3,0,25,5,17,3,11,8,8,3,0,0,0,0,H
27-01-10,Everton,Sunderland,2,0,11,5,7,3,10,19,3,8,0,1,0,0,H
30-01-10,Birmingham,Tottenham,1,1,12,21,6,12,12,8,5,8,4,2,0,0,D
30-01-10,Burnley,Chelsea,1,2,5,16,3,9,12,12,2,9,1,1,0,0,A
30-01-10,Fulham,Aston Villa,0,2,15,9,8,6,10,15,9,3,0,2,0,0,A
30-01-10,Hull,Wolves,2,2,8,13,4,4,15,10,4,7,2,0,0,0,D
30-01-10,Liverpool,Bolton,2,0,13,4,6,1,12,10,11,3,1,3,0,0,H
30-01-10,West Ham,Blackburn,0,0,7,8,6,4,17,13,10,7,0,1,0,0,D
30-01-10,Wigan,Everton,0,1,10,10,4,7,19,10,4,7,0,2,0,0,A
31-01-10,Arsenal,Man United,1,3,18,11,7,5,9,12,8,5,1,0,0,0,A
31-01-10,Man City,Portsmouth,2,0,13,10,6,4,9,14,10,7,1,3,0,0,H
01-02-10,Sunderland,Stoke,0,0,6,4,5,3,7,16,7,3,2,3,0,0,D
02-02-10,Hull,Chelsea,1,1,7,21,3,11,9,12,6,8,1,3,0,0,D
03-02-10,Fulham,Portsmouth,1,0,14,12,9,8,12,12,5,5,0,1,0,0,H
06-02-10,Bolton,Fulham,0,0,16,7,11,4,8,12,2,5,0,0,0,0,D
06-02-10,Burnley,West Ham,2,1,8,20,4,11,15,13,3,5,2,1,0,0,H
06-02-10,Hull,Man City,2,1,8,17,4,11,14,14,4,8,2,4,0,0,H
06-02-10,Liverpool,Everton,1,0,9,6,4,3,11,23,8,8,3,3,1,1,H
06-02-10,Man United,Portsmouth,5,0,21,7,8,5,9,11,12,1,1,4,0,0,H
06-02-10,Stoke,Blackburn,3,0,15,9,11,4,13,20,12,7,2,3,0,1,H
06-02-10,Sunderland,Wigan,1,1,11,14,8,6,12,14,2,3,4,5,0,0,D
06-02-10,Tottenham,Aston Villa,0,0,28,10,15,5,10,13,12,4,0,0,0,0,D
07-02-10,Birmingham,Wolves,2,1,15,12,10,5,12,18,11,4,5,3,0,0,H
07-02-10,Chelsea,Arsenal,2,0,9,14,3,6,11,14,4,8,2,2,0,0,H
09-02-10,Fulham,Burnley,3,0,16,10,12,3,9,9,6,2,1,0,0,0,H
09-02-10,Man City,Bolton,2,0,8,11,4,5,8,18,6,3,0,2,0,0,H
09-02-10,Portsmouth,Sunderland,1,1,12,7,6,2,10,15,8,4,3,1,1,2,D
09-02-10,Wigan,Stoke,1,1,16,10,11,6,12,7,9,5,2,3,0,0,D
10-02-10,Arsenal,Liverpool,1,0,11,9,6,7,19,13,3,6,3,2,0,0,H
10-02-10,Aston Villa,Man United,1,1,10,12,6,6,9,10,1,7,0,1,0,1,D
10-02-10,Blackburn,Hull,1,0,20,7,10,4,14,13,6,6,1,3,0,1,H
10-02-10,Everton,Chelsea,2,1,7,14,5,5,13,15,5,6,1,2,0,0,H
10-02-10,West Ham,Birmingham,2,0,13,9,10,4,12,9,3,6,1,2,0,0,H
10-02-10,Wolves,Tottenham,1,0,8,10,4,4,15,10,5,7,2,1,0,0,H
16-02-10,Stoke,Man City,1,1,8,9,5,3,21,14,3,3,3,3,1,0,D
17-02-10,Wigan,Bolton,0,0,10,8,1,0,6,9,4,9,0,1,0,0,D
20-02-10,Arsenal,Sunderland,2,0,16,6,10,4,8,10,7,1,1,5,0,0,H
20-02-10,Everton,Man United,3,1,11,11,7,5,12,10,4,12,5,1,0,0,H
20-02-10,Portsmouth,Stoke,1,2,15,14,12,7,10,10,7,7,2,1,0,1,A
20-02-10,West Ham,Hull,3,0,20,7,12,3,13,12,9,2,1,1,0,1,H
20-02-10,Wolves,Chelsea,0,2,11,7,7,2,12,14,1,5,0,1,0,0,A
21-02-10,Aston Villa,Burnley,5,2,15,13,8,10,5,12,9,5,0,3,0,0,H
21-02-10,Blackburn,Bolton,3,0,12,10,7,7,15,12,8,3,0,1,0,0,H
21-02-10,Fulham,Birmingham,2,1,11,9,6,6,9,16,3,1,1,1,0,0,H
21-02-10,Man City,Liverpool,0,0,4,6,1,2,7,15,8,5,1,6,0,0,D
21-02-10,Wigan,Tottenham,0,3,8,13,7,12,17,13,3,2,3,4,0,0,A
23-02-10,Man United,West Ham,3,0,12,10,9,4,10,12,6,7,0,1,0,0,H
27-02-10,Birmingham,Wigan,1,0,10,11,5,2,16,18,2,7,1,3,0,0,H
27-02-10,Bolton,Wolves,1,0,16,6,9,4,10,6,7,11,0,2,0,0,H
27-02-10,Burnley,Portsmouth,1,2,14,13,8,5,12,13,4,3,1,2,0,1,A
27-02-10,Chelsea,Man City,2,4,23,8,13,6,21,12,3,2,3,1,2,0,A
27-02-10,Stoke,Arsenal,1,3,4,17,3,11,12,7,3,6,0,1,1,0,A
28-02-10,Liverpool,Blackburn,2,1,12,12,6,7,10,22,4,5,1,5,0,0,H
28-02-10,Sunderland,Fulham,0,0,12,3,5,1,15,16,2,2,3,3,0,0,D
28-02-10,Tottenham,Everton,2,1,13,14,9,10,9,18,6,9,1,4,0,0,H
06-03-10,Arsenal,Burnley,3,1,20,8,11,5,5,12,8,2,0,4,0,0,H
06-03-10,West Ham,Bolton,1,2,18,15,8,7,13,21,6,3,2,5,0,1,A
06-03-10,Wolves,Man United,0,1,12,15,6,6,9,8,2,4,2,1,0,0,A
07-03-10,Everton,Hull,5,1,18,7,10,4,12,21,4,1,0,1,0,0,H
08-03-10,Wigan,Liverpool,1,0,12,11,4,3,15,14,4,7,1,5,0,0,H
09-03-10,Portsmouth,Birmingham,1,2,11,10,8,6,12,13,5,6,1,2,0,0,A
09-03-10,Sunderland,Bolton,4,0,12,7,7,2,14,10,2,7,2,2,0,1,H
10-03-10,Burnley,Stoke,1,1,10,8,3,3,12,10,4,4,2,0,0,0,D
13-03-10,Birmingham,Everton,2,2,7,13,4,11,10,11,5,4,1,1,0,0,D
13-03-10,Bolton,Wigan,4,0,8,13,6,7,20,13,3,6,1,2,0,0,H
13-03-10,Burnley,Wolves,1,2,22,7,11,3,10,21,11,6,1,4,0,0,A
13-03-10,Chelsea,West Ham,4,1,22,4,15,2,13,10,11,1,0,1,0,0,H
13-03-10,Hull,Arsenal,1,2,7,18,2,9,16,13,2,8,2,2,1,0,A
13-03-10,Stoke,Aston Villa,0,0,13,10,6,5,6,6,8,6,0,4,0,0,D
13-03-10,Tottenham,Blackburn,3,1,14,10,7,7,12,7,5,6,0,0,0,0,H
14-03-10,Man United,Fulham,3,0,33,8,19,5,7,11,11,1,1,1,0,0,H
14-03-10,Sunderland,Man City,1,1,12,13,7,9,12,10,3,7,2,4,0,0,D
15-03-10,Liverpool,Portsmouth,4,1,23,7,12,3,10,15,8,4,0,2,0,0,H
16-03-10,Wigan,Aston Villa,1,2,10,18,6,10,10,14,7,8,2,1,0,0,A
20-03-10,Arsenal,West Ham,2,0,9,8,5,4,7,24,4,2,1,4,1,0,H
